condition,condition_id,conversation_id,from,to,from_turn,to_turn,from_slot,to_slot,pair_type,adjacent_distance,x,y,xend,yend
AI-AI,ai-ai,conv_628470d6e6cb42949e29a2c7866a28ab,291,292,2.0,2.0,author_1,author_2,within_exchange,0.17658769529097085,0.283437088336101,-0.21266756896065095,0.3217411298199113,-0.10137624579409724
AI-AI,ai-ai,conv_145de5a68d014da88f143860a2aed6fd,77,78,3.0,3.0,author_2,author_1,within_exchange,0.24122325339435613,-0.04623203214013161,0.21780147069873707,-0.08811527550541853,0.2743235042425445
AI-AI,ai-ai,conv_bfdccaa2af5e42afa662d355a9f25723,479,480,6.0,6.0,author_1,author_2,within_exchange,0.2497685729707082,0.28296593246085155,-0.09888680046743178,0.22029205550443312,-0.019610090566645692
AI-AI,ai-ai,conv_145de5a68d014da88f143860a2aed6fd,83,84,6.0,6.0,author_2,author_1,within_exchange,0.21256438498277008,-0.16889616214963912,0.06377015803927939,-0.01118220234626139,0.07472622716417711
AI-AI,ai-ai,conv_e9176cbc9fc84bf693d4722a41d4d02b,606,607,6.0,7.0,author_2,author_1,between_exchange,0.2197050780762535,0.01597219389838873,-0.018759277667484878,0.16422439448840365,-0.08767379301005504
AI-AI,ai-ai,conv_84882a79161947c39f9842b344c773f2,374,375,7.0,8.0,author_1,author_2,between_exchange,0.36181758608166037,0.10014213960241389,0.11747630310464474,-0.08163017478226411,0.15710498310834223
AI-AI,ai-ai,conv_a5f55403da744ff0b966103e3911c44e,404,405,4.0,5.0,author_1,author_2,between_exchange,0.35063219105074017,0.19811592743915438,0.17358406877283572,0.2510697897678906,0.0899382390164686
AI-AI,ai-ai,conv_8947486e0260400c9e413aead1502092,390,391,6.0,7.0,author_2,author_1,between_exchange,0.2571125705008108,0.1700009340522042,0.08544258421900519,0.09700359404444431,0.12444823016888434
AI-AI,ai-ai,conv_deb05265bec84343b09557454f80ce9a,581,582,3.0,3.0,author_1,author_2,within_exchange,0.32582583796616515,-0.0987745452228758,0.07454856821166021,0.013600745493732802,0.1390149372928464
AI-AI,ai-ai,conv_7a911b33d930428b9119a670406e96b1,330,331,3.0,4.0,author_2,author_1,between_exchange,0.251057227353776,0.07037075454900749,0.07872356510858325,0.05771343939747712,0.246398355035106
AI-AI,ai-ai,conv_01d1444f684c48af9cc5978f92742c23,7,8,4.0,4.0,author_1,author_2,within_exchange,0.24461441662940475,-0.0675391116697131,0.035317118778333434,-0.17639848584782972,0.1221206245759944
AI-AI,ai-ai,conv_82c64af3c66e49f0af6f2ea136288acd,351,352,5.0,5.0,author_1,author_2,within_exchange,0.27229253941574705,0.2653612396827856,-0.09992703042267097,0.3223388115400096,-0.2596877695484028
AI-AI,ai-ai,conv_8947486e0260400c9e413aead1502092,391,392,7.0,7.0,author_1,author_2,within_exchange,0.29886319547315865,0.09700359404444431,0.12444823016888434,0.1986923594876771,0.04024090231390318
AI-AI,ai-ai,conv_c5addb32570d400db0feca8365ceaa9a,510,511,3.0,4.0,author_2,author_1,between_exchange,0.2919344714330554,-0.12635758634869196,0.1628934868567262,-0.07082300206446884,0.14278591891467537
