turn_node_id,condition,condition_id,conversation_id,sequence_index,turn_index,slot,x,y
492,AI-AI,ai-ai,conv_c4baf00847bb42a8ab80a1cb377e91b2,6,3.0,author_1,0.03294536169745642,0.036432418693631924
493,AI-AI,ai-ai,conv_c4baf00847bb42a8ab80a1cb377e91b2,7,4.0,author_2,0.14560027337547074,0.011140485982650033
494,AI-AI,ai-ai,conv_c4baf00847bb42a8ab80a1cb377e91b2,8,4.0,author_1,0.055058586954445043,0.03613247173256267
495,AI-AI,ai-ai,conv_c4baf00847bb42a8ab80a1cb377e91b2,9,5.0,author_2,0.2250102796143205,0.16707572760811684
496,AI-AI,ai-ai,conv_c4baf00847bb42a8ab80a1cb377e91b2,10,5.0,author_1,0.19916110506062795,0.12243436229284554
497,AI-AI,ai-ai,conv_c4baf00847bb42a8ab80a1cb377e91b2,11,6.0,author_2,0.07528409465165455,0.2084951920294981
498,AI-AI,ai-ai,conv_c4baf00847bb42a8ab80a1cb377e91b2,12,6.0,author_1,0.07867554947536538,-0.05026656004595555
499,AI-AI,ai-ai,conv_c4baf00847bb42a8ab80a1cb377e91b2,13,7.0,author_2,0.25333074891755875,-0.026831944339921365
500,AI-AI,ai-ai,conv_c4baf00847bb42a8ab80a1cb377e91b2,14,7.0,author_1,0.15344052218741888,-0.016082668851738386
501,AI-AI,ai-ai,conv_c4baf00847bb42a8ab80a1cb377e91b2,15,8.0,author_2,0.30511046137934555,-0.03356352848775497
502,AI-AI,ai-ai,conv_c4baf00847bb42a8ab80a1cb377e91b2,16,8.0,author_1,0.27759737292827324,-0.07900648690464275
506,AI-AI,ai-ai,conv_c5addb32570d400db0feca8365ceaa9a,2,1.0,author_2,-0.11405150859857813,0.03693363113527341
507,AI-AI,ai-ai,conv_c5addb32570d400db0feca8365ceaa9a,3,2.0,author_1,-0.07475349923653395,0.23424854466363898
508,AI-AI,ai-ai,conv_c5addb32570d400db0feca8365ceaa9a,4,2.0,author_2,-0.23333149054455124,0.051224437047745104
509,AI-AI,ai-ai,conv_c5addb32570d400db0feca8365ceaa9a,5,3.0,author_1,-0.025149545863754168,0.19028796330688097
510,AI-AI,ai-ai,conv_c5addb32570d400db0feca8365ceaa9a,6,3.0,author_2,-0.12635758634869196,0.1628934868567262
511,AI-AI,ai-ai,conv_c5addb32570d400db0feca8365ceaa9a,7,4.0,author_1,-0.07082300206446884,0.14278591891467537
512,AI-AI,ai-ai,conv_c5addb32570d400db0feca8365ceaa9a,8,4.0,author_2,-0.21876297686897,0.025242374889314474
513,AI-AI,ai-ai,conv_c5addb32570d400db0feca8365ceaa9a,9,5.0,author_1,-0.1815939385962396,0.024483066592377915
514,AI-AI,ai-ai,conv_c5addb32570d400db0feca8365ceaa9a,10,5.0,author_2,-0.0519751193494458,0.12988080101035382
515,AI-AI,ai-ai,conv_c5addb32570d400db0feca8365ceaa9a,11,6.0,author_1,-0.16043632699077134,0.1321671186867975
516,AI-AI,ai-ai,conv_c5addb32570d400db0feca8365ceaa9a,12,6.0,author_2,-0.07724121347779359,0.1664615108544364
517,AI-AI,ai-ai,conv_c5addb32570d400db0feca8365ceaa9a,13,7.0,author_1,-0.158062278776021,0.12648085748708782
518,AI-AI,ai-ai,conv_c5addb32570d400db0feca8365ceaa9a,14,7.0,author_2,0.0069535363376045465,0.14901517906622364
519,AI-AI,ai-ai,conv_c5addb32570d400db0feca8365ceaa9a,15,8.0,author_1,-0.14234283728018227,0.1592995155152286
520,AI-AI,ai-ai,conv_c5addb32570d400db0feca8365ceaa9a,16,8.0,author_2,0.19838158801955125,-0.03403156388344068
521,AI-AI,ai-ai,conv_c5addb32570d400db0feca8365ceaa9a,17,9.0,author_1,0.010423003369016925,0.06369007607361166
522,AI-AI,ai-ai,conv_c5addb32570d400db0feca8365ceaa9a,18,9.0,author_2,0.05589290984412917,0.08552654313669368
523,AI-AI,ai-ai,conv_c7841512d38b483c928344d48d5caa78,1,1.0,author_1,0.14959191081769724,-0.06623867528351124
524,AI-AI,ai-ai,conv_c7841512d38b483c928344d48d5caa78,2,1.0,author_2,0.13518953884845492,-0.025477366328197013
525,AI-AI,ai-ai,conv_c7841512d38b483c928344d48d5caa78,3,2.0,author_1,-0.06304377553388739,-0.1429955918418726
526,AI-AI,ai-ai,conv_c7841512d38b483c928344d48d5caa78,4,2.0,author_2,0.23123439278696142,-0.09465910476486464
527,AI-AI,ai-ai,conv_c7841512d38b483c928344d48d5caa78,5,3.0,author_1,0.2539602865889279,-0.1105547001658584
528,AI-AI,ai-ai,conv_c7841512d38b483c928344d48d5caa78,6,3.0,author_2,0.16411852154706566,-0.22453396455253205
529,AI-AI,ai-ai,conv_c7841512d38b483c928344d48d5caa78,7,4.0,author_1,0.11003712571931283,-0.12151621640094969
530,AI-AI,ai-ai,conv_c7841512d38b483c928344d48d5caa78,8,4.0,author_2,0.032011707183400066,-0.12667543019016375
531,AI-AI,ai-ai,conv_c7841512d38b483c928344d48d5caa78,9,5.0,author_1,0.2223362263794324,-0.19845775482706035
532,AI-AI,ai-ai,conv_c7841512d38b483c928344d48d5caa78,10,5.0,author_2,0.17425468275066558,-0.0871684849542224
533,AI-AI,ai-ai,conv_c7841512d38b483c928344d48d5caa78,11,6.0,author_1,0.06652548347697103,-0.10027331145079578
534,AI-AI,ai-ai,conv_c7841512d38b483c928344d48d5caa78,12,6.0,author_2,0.1948473817984354,-0.17889231642172682
535,AI-AI,ai-ai,conv_c7841512d38b483c928344d48d5caa78,13,7.0,author_1,0.11693503702502847,-0.207292179537834
536,AI-AI,ai-ai,conv_c7841512d38b483c928344d48d5caa78,14,7.0,author_2,0.10837167728945271,-0.22878987205872303
537,AI-AI,ai-ai,conv_c7841512d38b483c928344d48d5caa78,15,8.0,author_1,-0.007432612616335306,-0.060859373149843535
538,AI-AI,ai-ai,conv_c7841512d38b483c928344d48d5caa78,16,8.0,author_2,0.09591307154865751,-0.15818221459260187
539,AI-AI,ai-ai,conv_c7841512d38b483c928344d48d5caa78,17,9.0,author_1,0.22469877474158878,-0.07014718038861273
540,AI-AI,ai-ai,conv_c7841512d38b483c928344d48d5caa78,18,9.0,author_2,0.02568245363997721,-0.17068990038466092
542,AI-AI,ai-ai,conv_c844530b86a74806aff04a1d35ed710d,2,1.0,author_1,0.14400766469653906,-0.07538643917642211
543,AI-AI,ai-ai,conv_c844530b86a74806aff04a1d35ed710d,3,2.0,author_2,0.06650741981090279,-0.11832475308888199
544,AI-AI,ai-ai,conv_c844530b86a74806aff04a1d35ed710d,4,2.0,author_1,0.16001451099331074,-0.1666968998430901
545,AI-AI,ai-ai,conv_c844530b86a74806aff04a1d35ed710d,5,3.0,author_2,0.006610352612136809,-0.04664030712039009
546,AI-AI,ai-ai,conv_c844530b86a74806aff04a1d35ed710d,6,3.0,author_1,0.318395921818494,-0.07544204664939969
547,AI-AI,ai-ai,conv_c844530b86a74806aff04a1d35ed710d,7,4.0,author_2,0.18301458053601577,-0.14119560072928417
548,AI-AI,ai-ai,conv_c844530b86a74806aff04a1d35ed710d,8,4.0,author_1,0.33864418813729585,-0.06343908544712487
549,AI-AI,ai-ai,conv_c844530b86a74806aff04a1d35ed710d,9,5.0,author_2,0.33028104516103507,-0.005647420847722309
550,AI-AI,ai-ai,conv_c844530b86a74806aff04a1d35ed710d,10,5.0,author_1,0.24826745760580005,0.1472589425408882
551,AI-AI,ai-ai,conv_c844530b86a74806aff04a1d35ed710d,11,6.0,author_2,0.33493855029050484,0.014044726715687982
552,AI-AI,ai-ai,conv_c844530b86a74806aff04a1d35ed710d,12,6.0,author_1,0.20265944881548448,-0.021943188226833193
553,AI-AI,ai-ai,conv_c844530b86a74806aff04a1d35ed710d,13,7.0,author_2,0.3109328003937809,0.026148964582447913
554,AI-AI,ai-ai,conv_c844530b86a74806aff04a1d35ed710d,14,7.0,author_1,0.2587561391101961,-0.03735704512901002
555,AI-AI,ai-ai,conv_c844530b86a74806aff04a1d35ed710d,15,8.0,author_2,0.1822705635109553,-0.0773797044938405
556,AI-AI,ai-ai,conv_c844530b86a74806aff04a1d35ed710d,16,8.0,author_1,0.2983365466017537,-0.1526155386643325
557,AI-AI,ai-ai,conv_c844530b86a74806aff04a1d35ed710d,17,9.0,author_2,0.2631886865014589,-0.13022270701422778
558,AI-AI,ai-ai,conv_c844530b86a74806aff04a1d35ed710d,18,9.0,author_1,0.38376402575867324,-0.09175833284847873
559,AI-AI,ai-ai,conv_d6905a1ca5714753a29b07b1344d1eb0,1,1.0,author_2,-0.0035119441061555595,-0.017060700546743267
560,AI-AI,ai-ai,conv_d6905a1ca5714753a29b07b1344d1eb0,2,1.0,author_1,0.11190371715805843,0.1514327582531402
561,AI-AI,ai-ai,conv_d6905a1ca5714753a29b07b1344d1eb0,3,2.0,author_2,-0.039461780607643465,0.14612943159235198
562,AI-AI,ai-ai,conv_d6905a1ca5714753a29b07b1344d1eb0,4,2.0,author_1,0.06499872415504292,0.13825552618893006
563,AI-AI,ai-ai,conv_d6905a1ca5714753a29b07b1344d1eb0,5,3.0,author_2,0.0249307083301244,0.1284327859746521
564,AI-AI,ai-ai,conv_d6905a1ca5714753a29b07b1344d1eb0,6,3.0,author_1,0.11593332613646617,0.07778682821308722
565,AI-AI,ai-ai,conv_d6905a1ca5714753a29b07b1344d1eb0,7,4.0,author_2,0.010634635755554693,0.028091055313808788
566,AI-AI,ai-ai,conv_d6905a1ca5714753a29b07b1344d1eb0,8,4.0,author_1,0.150745871594238,0.09172638683059152
567,AI-AI,ai-ai,conv_d6905a1ca5714753a29b07b1344d1eb0,9,5.0,author_2,0.045280578519482785,0.026389897480214888
568,AI-AI,ai-ai,conv_d6905a1ca5714753a29b07b1344d1eb0,10,5.0,author_1,0.07736094789721006,0.14005170323683064
569,AI-AI,ai-ai,conv_d6905a1ca5714753a29b07b1344d1eb0,11,6.0,author_2,0.19207400624961934,0.16329835731170167
570,AI-AI,ai-ai,conv_d6905a1ca5714753a29b07b1344d1eb0,12,6.0,author_1,0.08386707569662141,-0.027860868375552586
571,AI-AI,ai-ai,conv_d6905a1ca5714753a29b07b1344d1eb0,13,7.0,author_2,0.25148281746388496,-0.018468831800964414
572,AI-AI,ai-ai,conv_d6905a1ca5714753a29b07b1344d1eb0,14,7.0,author_1,0.10285461286752808,0.041384841030983485
573,AI-AI,ai-ai,conv_d6905a1ca5714753a29b07b1344d1eb0,15,8.0,author_2,0.1152919344999705,0.0879966476300371
574,AI-AI,ai-ai,conv_d6905a1ca5714753a29b07b1344d1eb0,16,8.0,author_1,0.09979918575304055,0.0918798490286028
575,AI-AI,ai-ai,conv_d6905a1ca5714753a29b07b1344d1eb0,17,9.0,author_2,0.08099385597825114,0.16934514288920324
576,AI-AI,ai-ai,conv_d6905a1ca5714753a29b07b1344d1eb0,18,9.0,author_1,0.16037341508915964,0.012349618217029451
577,AI-AI,ai-ai,conv_deb05265bec84343b09557454f80ce9a,1,1.0,author_1,0.005681836886702172,-0.023705390055493
578,AI-AI,ai-ai,conv_deb05265bec84343b09557454f80ce9a,2,1.0,author_2,-0.03617429899771525,0.1292453801266641
579,AI-AI,ai-ai,conv_deb05265bec84343b09557454f80ce9a,3,2.0,author_1,0.026477838097742595,0.001434095932541915
580,AI-AI,ai-ai,conv_deb05265bec84343b09557454f80ce9a,4,2.0,author_2,0.09355579098828737,0.09536598912029208
581,AI-AI,ai-ai,conv_deb05265bec84343b09557454f80ce9a,5,3.0,author_1,-0.0987745452228758,0.07454856821166021
582,AI-AI,ai-ai,conv_deb05265bec84343b09557454f80ce9a,6,3.0,author_2,0.013600745493732802,0.1390149372928464
583,AI-AI,ai-ai,conv_deb05265bec84343b09557454f80ce9a,7,4.0,author_1,0.02773121125036908,0.056179849785849084
584,AI-AI,ai-ai,conv_deb05265bec84343b09557454f80ce9a,8,4.0,author_2,-0.06891848168651687,0.06624062177133269
585,AI-AI,ai-ai,conv_deb05265bec84343b09557454f80ce9a,9,5.0,author_1,-0.1339987924039307,0.14313776369702177
586,AI-AI,ai-ai,conv_deb05265bec84343b09557454f80ce9a,10,5.0,author_2,0.11777438984975824,0.08221408180974285
587,AI-AI,ai-ai,conv_deb05265bec84343b09557454f80ce9a,11,6.0,author_1,0.061524560086562735,0.111921455634912
588,AI-AI,ai-ai,conv_deb05265bec84343b09557454f80ce9a,12,6.0,author_2,0.07414927454079587,0.04281655505552921
589,AI-AI,ai-ai,conv_deb05265bec84343b09557454f80ce9a,13,7.0,author_1,0.008273037457436957,-0.015263203626270365
590,AI-AI,ai-ai,conv_deb05265bec84343b09557454f80ce9a,14,7.0,author_2,0.1259917030466609,0.0871517290190078
591,AI-AI,ai-ai,conv_deb05265bec84343b09557454f80ce9a,15,8.0,author_1,0.15184445803692034,-0.046136875704363374
592,AI-AI,ai-ai,conv_deb05265bec84343b09557454f80ce9a,16,8.0,author_2,0.05385805369637325,0.17642651206447624
593,AI-AI,ai-ai,conv_deb05265bec84343b09557454f80ce9a,17,9.0,author_1,0.053977354901248914,0.12809120662288484
595,AI-AI,ai-ai,conv_e9176cbc9fc84bf693d4722a41d4d02b,1,1.0,author_1,0.12986661403912209,-0.1656778541828784
596,AI-AI,ai-ai,conv_e9176cbc9fc84bf693d4722a41d4d02b,2,1.0,author_2,0.005023375598906811,0.06599010388859845
597,AI-AI,ai-ai,conv_e9176cbc9fc84bf693d4722a41d4d02b,3,2.0,author_1,0.10743635535008143,-0.07386316605048397
598,AI-AI,ai-ai,conv_e9176cbc9fc84bf693d4722a41d4d02b,4,2.0,author_2,0.0722027935128855,-0.14809993809945227
599,AI-AI,ai-ai,conv_e9176cbc9fc84bf693d4722a41d4d02b,5,3.0,author_1,0.08036816475179101,-0.029415844824625458
600,AI-AI,ai-ai,conv_e9176cbc9fc84bf693d4722a41d4d02b,6,3.0,author_2,0.20388896445296142,-0.0798073706197555
601,AI-AI,ai-ai,conv_e9176cbc9fc84bf693d4722a41d4d02b,7,4.0,author_1,0.10167356352114587,0.017252500637720474
602,AI-AI,ai-ai,conv_e9176cbc9fc84bf693d4722a41d4d02b,8,4.0,author_2,0.1417136703677641,-0.11471168594527942
603,AI-AI,ai-ai,conv_e9176cbc9fc84bf693d4722a41d4d02b,9,5.0,author_1,0.09869128708086068,-0.02403684073971292
604,AI-AI,ai-ai,conv_e9176cbc9fc84bf693d4722a41d4d02b,10,5.0,author_2,0.20251247624682545,0.08502248182405353
605,AI-AI,ai-ai,conv_e9176cbc9fc84bf693d4722a41d4d02b,11,6.0,author_1,0.29818169274847744,0.03714848008216094
606,AI-AI,ai-ai,conv_e9176cbc9fc84bf693d4722a41d4d02b,12,6.0,author_2,0.01597219389838873,-0.018759277667484878
607,AI-AI,ai-ai,conv_e9176cbc9fc84bf693d4722a41d4d02b,13,7.0,author_1,0.16422439448840365,-0.08767379301005504
608,AI-AI,ai-ai,conv_e9176cbc9fc84bf693d4722a41d4d02b,14,7.0,author_2,0.14557684356830725,-0.09252673567036049
609,AI-AI,ai-ai,conv_e9176cbc9fc84bf693d4722a41d4d02b,15,8.0,author_1,0.1686911315473718,-0.005420313831316445
610,AI-AI,ai-ai,conv_e9176cbc9fc84bf693d4722a41d4d02b,16,8.0,author_2,0.16794756482804019,-0.1482923711671079
611,AI-AI,ai-ai,conv_e9176cbc9fc84bf693d4722a41d4d02b,17,9.0,author_1,0.06975895407764823,-0.1573060718864765
612,AI-AI,ai-ai,conv_e9176cbc9fc84bf693d4722a41d4d02b,18,9.0,author_2,0.0928263575539407,-0.16442154194366787
613,AI-AI,ai-ai,conv_ebe60862bf804722a847681940c8bbcd,1,1.0,author_2,0.19445092479814466,-0.00970601534810859
614,AI-AI,ai-ai,conv_ebe60862bf804722a847681940c8bbcd,2,1.0,author_1,0.21399923180048525,0.09792212845889686
615,AI-AI,ai-ai,conv_ebe60862bf804722a847681940c8bbcd,3,2.0,author_2,0.16906085695082368,-0.09609202796572142
616,AI-AI,ai-ai,conv_ebe60862bf804722a847681940c8bbcd,4,2.0,author_1,0.13765311399021654,0.0671704644465124
617,AI-AI,ai-ai,conv_ebe60862bf804722a847681940c8bbcd,5,3.0,author_2,0.15922784460244263,0.10740887678806357
618,AI-AI,ai-ai,conv_ebe60862bf804722a847681940c8bbcd,6,3.0,author_1,0.2021774687482581,0.05335404403765536
619,AI-AI,ai-ai,conv_ebe60862bf804722a847681940c8bbcd,7,4.0,author_2,0.13899399925618786,-0.07472546382278028
620,AI-AI,ai-ai,conv_ebe60862bf804722a847681940c8bbcd,8,4.0,author_1,0.18091582428666717,0.11350783169558314
621,AI-AI,ai-ai,conv_ebe60862bf804722a847681940c8bbcd,9,5.0,author_2,0.12190728757102917,0.17118146679637158
622,AI-AI,ai-ai,conv_ebe60862bf804722a847681940c8bbcd,10,5.0,author_1,0.15890363403999597,0.1378227899167291
623,AI-AI,ai-ai,conv_ebe60862bf804722a847681940c8bbcd,11,6.0,author_2,0.08883742439334585,0.11502742570087501
624,AI-AI,ai-ai,conv_ebe60862bf804722a847681940c8bbcd,12,6.0,author_1,0.13348423941458704,0.07843936398559016
625,AI-AI,ai-ai,conv_ebe60862bf804722a847681940c8bbcd,13,7.0,author_2,0.006674789712919821,0.062097385725319434
626,AI-AI,ai-ai,conv_ebe60862bf804722a847681940c8bbcd,14,7.0,author_1,0.055807335062430866,0.09022801623243658
627,AI-AI,ai-ai,conv_ebe60862bf804722a847681940c8bbcd,15,8.0,author_2,0.11186337354126712,0.19251592800996922
628,AI-AI,ai-ai,conv_ebe60862bf804722a847681940c8bbcd,16,8.0,author_1,0.14781681318322573,-0.043676764171977286
629,AI-AI,ai-ai,conv_ebe60862bf804722a847681940c8bbcd,17,9.0,author_2,0.16113248796909174,0.1455038210067508
630,AI-AI,ai-ai,conv_ebe60862bf804722a847681940c8bbcd,18,9.0,author_1,0.14363858535124477,0.09961307094528127
631,AI-AI,ai-ai,conv_ec61d7cb57094812b5ed7b7b55c18b32,1,1.0,author_1,0.16688636481375113,0.10989913466435892
632,AI-AI,ai-ai,conv_ec61d7cb57094812b5ed7b7b55c18b32,2,1.0,author_2,-0.03508173256230753,0.19511705996040954
633,AI-AI,ai-ai,conv_ec61d7cb57094812b5ed7b7b55c18b32,3,2.0,author_1,-0.012798281997576919,0.23211890136201163
634,AI-AI,ai-ai,conv_ec61d7cb57094812b5ed7b7b55c18b32,4,2.0,author_2,0.05154129636573955,0.2751824691087916
635,AI-AI,ai-ai,conv_ec61d7cb57094812b5ed7b7b55c18b32,5,3.0,author_1,0.017888684051470437,0.09891922705278305
636,AI-AI,ai-ai,conv_ec61d7cb57094812b5ed7b7b55c18b32,6,3.0,author_2,0.07911418485445154,0.1387487683891029
637,AI-AI,ai-ai,conv_ec61d7cb57094812b5ed7b7b55c18b32,7,4.0,author_1,0.051809107878474474,0.11542140305391514
638,AI-AI,ai-ai,conv_ec61d7cb57094812b5ed7b7b55c18b32,8,4.0,author_2,0.051080476581270975,0.275751930219303
639,AI-AI,ai-ai,conv_ec61d7cb57094812b5ed7b7b55c18b32,9,5.0,author_1,0.1245663661212705,0.04512696054917217
640,AI-AI,ai-ai,conv_ec61d7cb57094812b5ed7b7b55c18b32,10,5.0,author_2,0.0249641225000762,-0.013931679588929977
641,AI-AI,ai-ai,conv_ec61d7cb57094812b5ed7b7b55c18b32,11,6.0,author_1,0.1789861425104873,0.06881049830260019
642,AI-AI,ai-ai,conv_ec61d7cb57094812b5ed7b7b55c18b32,12,6.0,author_2,0.1611823894911862,0.07357130256803053
643,AI-AI,ai-ai,conv_ec61d7cb57094812b5ed7b7b55c18b32,13,7.0,author_1,0.25334528122690114,-0.011211643092765164
644,AI-AI,ai-ai,conv_ec61d7cb57094812b5ed7b7b55c18b32,14,7.0,author_2,0.06902852689775922,0.10489763110071629
645,AI-AI,ai-ai,conv_ec61d7cb57094812b5ed7b7b55c18b32,15,8.0,author_1,0.18790304201503524,0.012097670790918388
646,AI-AI,ai-ai,conv_ec61d7cb57094812b5ed7b7b55c18b32,16,8.0,author_2,0.0864763575953576,-0.15523768479274336
647,AI-AI,ai-ai,conv_ec61d7cb57094812b5ed7b7b55c18b32,17,9.0,author_1,0.12741951226384834,-0.1581566496377317
648,AI-AI,ai-ai,conv_ec61d7cb57094812b5ed7b7b55c18b32,18,9.0,author_2,0.13665273978245598,-0.0006732504092556192
649,Human-AI,human-ai,conv_11293fd2-d757-471f-8e2e-783542167a8e,1,1.0,author_1,-0.026589796036560844,0.19542338920996002
650,Human-AI,human-ai,conv_11293fd2-d757-471f-8e2e-783542167a8e,2,1.0,author_2,0.034600395352180464,-0.045023874758918433
651,Human-AI,human-ai,conv_11293fd2-d757-471f-8e2e-783542167a8e,3,2.0,author_1,-0.057616581583857324,0.07765245956993283
652,Human-AI,human-ai,conv_11293fd2-d757-471f-8e2e-783542167a8e,4,2.0,author_2,-0.00016085176412624367,-0.016221807286642263
653,Human-AI,human-ai,conv_11293fd2-d757-471f-8e2e-783542167a8e,5,3.0,author_1,0.024287682468097673,0.16180202274427
654,Human-AI,human-ai,conv_11293fd2-d757-471f-8e2e-783542167a8e,6,3.0,author_2,0.0948525143025265,0.08798698652799147
655,Human-AI,human-ai,conv_11293fd2-d757-471f-8e2e-783542167a8e,7,4.0,author_1,0.11765782356331476,0.036346260840590394
656,Human-AI,human-ai,conv_11293fd2-d757-471f-8e2e-783542167a8e,8,4.0,author_2,0.1261398645419758,-0.017223051778595316
657,Human-AI,human-ai,conv_11293fd2-d757-471f-8e2e-783542167a8e,9,5.0,author_1,-0.020337459774505177,-0.06815979950786889
658,Human-AI,human-ai,conv_11293fd2-d757-471f-8e2e-783542167a8e,10,5.0,author_2,-0.04709311880221515,0.1714544528963564
659,Human-AI,human-ai,conv_11293fd2-d757-471f-8e2e-783542167a8e,11,6.0,author_1,-0.03554248790022566,-0.04829860795960067
660,Human-AI,human-ai,conv_11293fd2-d757-471f-8e2e-783542167a8e,12,6.0,author_2,-0.02224624032830413,0.038247786816621644
661,Human-AI,human-ai,conv_11293fd2-d757-471f-8e2e-783542167a8e,13,7.0,author_1,0.031059972438401112,0.07209274047245241
662,Human-AI,human-ai,conv_11293fd2-d757-471f-8e2e-783542167a8e,14,7.0,author_2,0.08896026122701643,-0.07467789395361693
663,Human-AI,human-ai,conv_11293fd2-d757-471f-8e2e-783542167a8e,15,8.0,author_1,-0.13282420785059934,0.003969884522594972
664,Human-AI,human-ai,conv_11293fd2-d757-471f-8e2e-783542167a8e,16,8.0,author_2,0.036024437813432134,0.15682905878176964
665,Human-AI,human-ai,conv_155f7493-3058-435d-a672-40e7e8ec213a,1,1.0,author_1,-0.11279638661398397,-0.00045971533841385084
666,Human-AI,human-ai,conv_155f7493-3058-435d-a672-40e7e8ec213a,2,1.0,author_2,-0.003970931661530234,0.06158975087642074
667,Human-AI,human-ai,conv_155f7493-3058-435d-a672-40e7e8ec213a,3,2.0,author_1,-0.23039756255372712,-0.05095860463866222
668,Human-AI,human-ai,conv_155f7493-3058-435d-a672-40e7e8ec213a,4,2.0,author_2,0.10774935877944619,-0.09281905366225135
669,Human-AI,human-ai,conv_155f7493-3058-435d-a672-40e7e8ec213a,5,3.0,author_1,-0.08431595394407614,-0.25705830652479045
670,Human-AI,human-ai,conv_155f7493-3058-435d-a672-40e7e8ec213a,6,3.0,author_2,-0.08565274944812395,0.04980806103131995
671,Human-AI,human-ai,conv_155f7493-3058-435d-a672-40e7e8ec213a,7,4.0,author_1,0.013866907192926867,0.0032203281117598225
672,Human-AI,human-ai,conv_155f7493-3058-435d-a672-40e7e8ec213a,8,4.0,author_2,0.11905232824067064,0.0336209827534193
673,Human-AI,human-ai,conv_155f7493-3058-435d-a672-40e7e8ec213a,9,5.0,author_1,0.018536512014931474,0.11384084880963644
674,Human-AI,human-ai,conv_155f7493-3058-435d-a672-40e7e8ec213a,10,5.0,author_2,0.06514821968250335,-0.0006704787957280776
675,Human-AI,human-ai,conv_155f7493-3058-435d-a672-40e7e8ec213a,11,6.0,author_1,-0.163047931206928,-0.004628610237615377
676,Human-AI,human-ai,conv_155f7493-3058-435d-a672-40e7e8ec213a,12,6.0,author_2,0.05229679900038982,-0.002535848566510027
677,Human-AI,human-ai,conv_155f7493-3058-435d-a672-40e7e8ec213a,13,7.0,author_1,-0.11398701779122014,-0.08167976675900583
678,Human-AI,human-ai,conv_155f7493-3058-435d-a672-40e7e8ec213a,14,7.0,author_2,0.22551096442617605,0.056863948914121845
679,Human-AI,human-ai,conv_155f7493-3058-435d-a672-40e7e8ec213a,15,8.0,author_1,-0.04873820618435508,-0.11247260078326524
680,Human-AI,human-ai,conv_155f7493-3058-435d-a672-40e7e8ec213a,16,8.0,author_2,0.14615127861837957,-0.03759136129747134
681,Human-AI,human-ai,conv_18be1999-da21-4ab6-8f9e-e52e6d9c8070,1,1.0,author_1,-0.021221307350295024,-0.17169415393488546
682,Human-AI,human-ai,conv_18be1999-da21-4ab6-8f9e-e52e6d9c8070,2,1.0,author_2,0.12988410167323455,-0.05486809576018083
683,Human-AI,human-ai,conv_18be1999-da21-4ab6-8f9e-e52e6d9c8070,3,2.0,author_1,0.011476642459866852,-0.01911842536377572
684,Human-AI,human-ai,conv_18be1999-da21-4ab6-8f9e-e52e6d9c8070,4,2.0,author_2,0.26182781122169,-0.08666657099369876
685,Human-AI,human-ai,conv_18be1999-da21-4ab6-8f9e-e52e6d9c8070,5,3.0,author_1,0.06847145333910162,-0.025997592679143144
686,Human-AI,human-ai,conv_18be1999-da21-4ab6-8f9e-e52e6d9c8070,6,3.0,author_2,0.2389003384650842,0.003683231714012203
687,Human-AI,human-ai,conv_18be1999-da21-4ab6-8f9e-e52e6d9c8070,7,4.0,author_1,-0.2060810416581156,-0.06352291140319241
688,Human-AI,human-ai,conv_18be1999-da21-4ab6-8f9e-e52e6d9c8070,8,4.0,author_2,0.2378384516626758,-0.07713788214936028
689,Human-AI,human-ai,conv_18be1999-da21-4ab6-8f9e-e52e6d9c8070,9,5.0,author_1,0.12605795735620837,-0.19240232796696616
690,Human-AI,human-ai,conv_18be1999-da21-4ab6-8f9e-e52e6d9c8070,10,5.0,author_2,0.2554084813518593,-0.10049862642549039
691,Human-AI,human-ai,conv_18be1999-da21-4ab6-8f9e-e52e6d9c8070,11,6.0,author_1,0.2080725047599365,-0.004384569428528721
692,Human-AI,human-ai,conv_18be1999-da21-4ab6-8f9e-e52e6d9c8070,12,6.0,author_2,0.051574306641644224,-0.04647118546135179
693,Human-AI,human-ai,conv_18be1999-da21-4ab6-8f9e-e52e6d9c8070,13,7.0,author_1,0.014718999491048991,0.05002957176905788
694,Human-AI,human-ai,conv_18be1999-da21-4ab6-8f9e-e52e6d9c8070,14,7.0,author_2,0.26076120447852463,-0.0721712830121618
695,Human-AI,human-ai,conv_18be1999-da21-4ab6-8f9e-e52e6d9c8070,15,8.0,author_1,0.016493484958675468,0.057265125235449035
696,Human-AI,human-ai,conv_18be1999-da21-4ab6-8f9e-e52e6d9c8070,16,8.0,author_2,0.14508169561414314,-0.010439948415771463
697,Human-AI,human-ai,conv_1a776856-1876-44eb-b0f6-31b31250ddca,1,1.0,author_1,-0.16055815582682378,-0.10116624778437218
698,Human-AI,human-ai,conv_1a776856-1876-44eb-b0f6-31b31250ddca,2,1.0,author_2,0.11031377884334898,0.060571034661328245
699,Human-AI,human-ai,conv_1a776856-1876-44eb-b0f6-31b31250ddca,3,2.0,author_1,-0.04684600325207475,-0.12631231341467283
700,Human-AI,human-ai,conv_1a776856-1876-44eb-b0f6-31b31250ddca,4,2.0,author_2,0.015979699870183838,0.044850926538758634
701,Human-AI,human-ai,conv_1a776856-1876-44eb-b0f6-31b31250ddca,5,3.0,author_1,-0.017883749486116905,-0.20018877215300954
