conversation_id,turn,interaction_count,starter,respondent_id_u1,respondent_id_u2,timestamp,text_qc_reasons,author_1,author_1_text_qc_reasons,author_1_text_qc_char_count,author_1_text_qc_alpha_ratio,author_1_text_qc_symbol_ratio,author_1_text_qc_keyboard_pattern_ratio,author_1_text_qc_word_vowel_ratio,author_1_text_qc_long_no_vowel_tokens,author_2,author_2_text_qc_reasons,author_2_text_qc_char_count,author_2_text_qc_alpha_ratio,author_2_text_qc_symbol_ratio,author_2_text_qc_keyboard_pattern_ratio,author_2_text_qc_word_vowel_ratio,author_2_text_qc_long_no_vowel_tokens
Q00og6uDZIOED7dIIX0s,9,9,author_1,AYF8NNKY9LJE,C14ZNKTZ9LJT,2026-02-03 11:05:25.412000+00:00,author_2:non_substantive,i dont want to write anymore :( :( :(:( :(,,42.0,0.696969696969697,0.30303030303030304,0.0,1.0,0.0,,non_substantive,0.0,0.0,0.0,0.0,0.0,0.0
Q00og6uDZIOED7dIIX0s,10,10,author_1,AYF8NNKY9LJE,C14ZNKTZ9LJT,2026-02-03 11:05:45.323000+00:00,author_1:non_substantive|author_2:non_substantive,,non_substantive,0.0,0.0,0.0,0.0,0.0,0.0,,non_substantive,0.0,0.0,0.0,0.0,0.0,0.0
