conversation_id,condition,turn,analysis_turn,complete_exchange,starter_side,starter_type,speaker_slot,speaker_type,speaker_is_starter,partner_type,text
FTAeksA8Y0QOBPW6kxWX,human-human,2,2,True,author_2,human,author_1,human,False,human,"This was wonderful. Skittels had always wanted to go to the store. The old lady always came home with a big bag of cat-food. If Skittels could make it to the cornershop, he would be able"
FTAeksA8Y0QOBPW6kxWX,human-human,2,2,True,author_2,human,author_2,human,True,human,"The first street corner. He ran down the street without a care in the world, flaunting his freedom, the dogs locked behind gates."
FTAeksA8Y0QOBPW6kxWX,human-human,3,3,True,author_2,human,author_1,human,False,human,"was not catfood. What was this!? Skittles had never seen anything like this. The shelves towering over him was filled with vegetables, cleaning products and cheese. This was an"
FTAeksA8Y0QOBPW6kxWX,human-human,3,3,True,author_2,human,author_2,human,True,human,"To eat as much kibble as he wanted to. However, when he came to the store, he was met with big shelves filled with things that"
FTAeksA8Y0QOBPW6kxWX,human-human,4,4,True,author_2,human,author_1,human,False,human,"store. As Skittles was exiting the door, he heard a scream from the owner yelling ""OOOUUUUTT."" Now Skittels was running as fast as he could. The old lady never yelled at him. He wanted to"
FTAeksA8Y0QOBPW6kxWX,human-human,4,4,True,author_2,human,author_2,human,True,human,"Unexpected find. Skittles thought the outside world was as catered to cats as his human's home was. Dejected, he left the."
FTAeksA8Y0QOBPW6kxWX,human-human,5,5,True,author_2,human,author_1,human,False,human,"was overwhelming. Skittles hadn't keept track of his route, and was getting more and more anxious by the minute. He tried to go left at the crossroad, but still couldn't recognise his"
FTAeksA8Y0QOBPW6kxWX,human-human,5,5,True,author_2,human,author_2,human,True,human,"Go straight back home, but realized that he didn't know what way to go. He tried to use his nose, but the many smells of the city"
FTAeksA8Y0QOBPW6kxWX,human-human,6,6,True,author_2,human,author_1,human,False,human,"make himself big by raising the hairs on his back. The dog barked at him, but wait... this was not a threatening bark. Maybe the dog was friendly. Even better - maybe the dog could help"
FTAeksA8Y0QOBPW6kxWX,human-human,6,6,True,author_2,human,author_2,human,True,human,"surroundings. As he was walking, he suddenly bumped into a big dog! The dog started wagging its tail, and Skittles hissed, trying to"
FTAeksA8Y0QOBPW6kxWX,human-human,7,7,True,author_2,human,author_1,human,False,human,"the dog turned around with an exitied bark. They were running down the street together, and Skittle saw a sight, that made him so happy! The old lady was right there with a searching"
FTAeksA8Y0QOBPW6kxWX,human-human,7,7,True,author_2,human,author_2,human,True,human,"Him. Skittles asked the dog if it knew where his home was. The dog gave him a big sniff, then sniffed the air. After a moment,"
FTAeksA8Y0QOBPW6kxWX,human-human,8,8,True,author_2,human,author_1,human,False,human,"down patting Skittels head. Skittles had never felt so relived. When looking at the lady, he saw, the searching poster. Now Skittle felt sad, that he had upset his owner. She was so kind"
FTAeksA8Y0QOBPW6kxWX,human-human,8,8,True,author_2,human,author_2,human,True,human,"poster in her hands. The dog barked again, getting the lady's attention. When she saw the two, she smiled widely and knelt"
FTAeksA8Y0QOBPW6kxWX,human-human,9,9,True,author_2,human,author_1,human,False,human,"neighborhood ever again. The lady took him home, and exhausted by the day, Skittles yawned and rested in the lap of the lady, while she was stroking his"
FTAeksA8Y0QOBPW6kxWX,human-human,9,9,True,author_2,human,author_2,human,True,human,And sweet to him. Skittles decided that he was just fine staying with his owner. He didn't need to explore the
FTAeksA8Y0QOBPW6kxWX,human-human,10,10,True,author_2,human,author_1,human,False,human,"and then night. Skittle was snugged up cozy and content. Now he was cleverer and knew, that he was at the best place in the word: the old, sweet ladys"
FTAeksA8Y0QOBPW6kxWX,human-human,10,10,True,author_2,human,author_2,human,True,human,"back. He dreamt of kibble, convenience stores, and dogs, while the old lady watched television. The day turned into afternoon."
INnauEosv25woOCrBRDi,human-human,1,1,True,author_2,human,author_1,human,False,human,"Explore the world of shrooms. Bob may have ate a bit too many shrooms, and is no wondering around the"
INnauEosv25woOCrBRDi,human-human,1,1,True,author_2,human,author_2,human,True,human,Bob the frog. He lives in a toadstool house in the forest. One day he decided to go on an adventure and
INnauEosv25woOCrBRDi,human-human,2,2,True,author_2,human,author_1,human,False,human,"he saw the big fat master toad, who loudly roaring through the endless forrest, stated ""you shall not"
INnauEosv25woOCrBRDi,human-human,2,2,True,author_2,human,author_2,human,True,human,Trees feeling quite strange. As he continued wandering he suddenly stumbled into something. Bob the frog fell to the ground and as he looked up
INnauEosv25woOCrBRDi,human-human,3,3,True,author_2,human,author_1,human,False,human,"and the master toad told bob to fuck off. So, fuck off, Bob did. Again walking through the endless forrest, in deep and"
INnauEosv25woOCrBRDi,human-human,3,3,True,author_2,human,author_2,human,True,human,"pass!"". Bob the frog was startled and didn't know what to say. Instead, he offered the master toad one of his mushrooms."
INnauEosv25woOCrBRDi,human-human,4,4,True,author_2,human,author_1,human,False,human,"and taking a swim in the purple swamp of death, he returned to his toadstool house, as he now wanted to achieve his dream."
INnauEosv25woOCrBRDi,human-human,4,4,True,author_2,human,author_2,human,True,human,mossy darkness. While walking he heard the sound of running water and all of a sudden he was looking at a massive waterfall. After eating all the mushrooms and
INnauEosv25woOCrBRDi,human-human,5,5,True,author_2,human,author_1,human,False,human,out to the far away mountains in candy land. In candy land all the mountains were covered in delicious white flaky sugar.
INnauEosv25woOCrBRDi,human-human,5,5,True,author_2,human,author_2,human,True,human,"Bob the frog dreamed of becoming a professional snowboarder, but it never snowed in the forest. So today he decided to venture"
INnauEosv25woOCrBRDi,human-human,6,6,True,author_2,human,author_1,human,False,human,"on the road to achieve his dream. But what Bob did not know yet, was that the trip to Candyland would not be like"
INnauEosv25woOCrBRDi,human-human,6,6,True,author_2,human,author_2,human,True,human,"He packed his bag and snowboard and off he went. The trip to Candyland was long and hard, but Bob kept his spirits high as he was now"
INnauEosv25woOCrBRDi,human-human,7,7,True,author_2,human,author_1,human,False,human,"and inside sat the wonderful princess Pooh, a toad princes known through all of the country. Pooh pleaded Bob to help her"
INnauEosv25woOCrBRDi,human-human,7,7,True,author_2,human,author_2,human,True,human,He thought. As soon as he exited the forest and reached the main road he found it blocked by a massive carriage. One of the wheels had broken off.
INnauEosv25woOCrBRDi,human-human,8,8,True,author_2,human,author_1,human,False,human,"bonfire at which Pooh and Bob started roasting cockroaches over the fire, Bob's favorite meal. Sometime he would even"
INnauEosv25woOCrBRDi,human-human,8,8,True,author_2,human,author_2,human,True,human,"And so he did. Back into the forest he went to gather wood and sticks. With a little bit of skill and a lot of willpower, Bob created a"
INnauEosv25woOCrBRDi,human-human,9,9,True,author_2,human,author_1,human,False,human,"quickly fled the campfire. Bob was left sat in the dark forrest, wondering where he went wrong. He just scared away princess Pooh and was now wondering whether he"
INnauEosv25woOCrBRDi,human-human,9,9,True,author_2,human,author_2,human,True,human,"Sprinkle some toasted mushrooms onto it to get a better flavor. But when he tried to offer it to Princess Pooh, she made a face and"
INnauEosv25woOCrBRDi,human-human,10,10,True,author_2,human,author_1,human,False,human,the wheel put on. He started slowly rolling towards Candyland. Pooh had a dream and nothing was going to stop
INnauEosv25woOCrBRDi,human-human,10,10,True,author_2,human,author_2,human,True,human,"It was too weird to make new friends. This dampened his spirits, but he still had a dream to achieve. He crawled under the carriage and got"
JFI8cNwhGfRT2Jd6JUd0,human-human,1,1,True,author_1,human,author_1,human,True,human,"Once upon a time there was a crazy cool dude named Carl. Carl was the best at everything he did, a true champion of the people. One"
JFI8cNwhGfRT2Jd6JUd0,human-human,1,1,True,author_1,human,author_2,human,False,human,"time, Carl decided he wanted to engage in a new hobby. A hobby that would change rythm of his day. And even - of his life!"
JFI8cNwhGfRT2Jd6JUd0,human-human,2,2,True,author_1,human,author_1,human,True,human,"""Wow, he thought, I'm going to be the greatest speed-knitter this world has ever seen,"" and on he went, knitting crazy pieces of art in"
JFI8cNwhGfRT2Jd6JUd0,human-human,2,2,True,author_1,human,author_2,human,False,human,"his free time. He went on to pursue this new hobby of his for a job. But for that to be realistic to any degree, he had to get starting. For step one, he made extensive"
JFI8cNwhGfRT2Jd6JUd0,human-human,3,3,True,author_1,human,author_1,human,True,human,"preparations. He researched every little detail of the process to optimize his knitting speed. His peers looked at his dedication and thought, ""There's no way I'm gonna"""
JFI8cNwhGfRT2Jd6JUd0,human-human,3,3,True,author_1,human,author_2,human,False,human,I'm gonna train my fingers and hands for hours every single day! Carl was humble and obviously dedicated. He even offered his peers teaching classes to help
JFI8cNwhGfRT2Jd6JUd0,human-human,4,4,True,author_1,human,author_1,human,True,human,", but it didn't matter. He was just on another level. For step two, Carl practiced new knitting techniques involving impossible hand-eye"
JFI8cNwhGfRT2Jd6JUd0,human-human,4,4,True,author_1,human,author_2,human,False,human,coordination analysis. He read numerous reasearch papers on how the mind works with muscles. This elevated his technique by
JFI8cNwhGfRT2Jd6JUd0,human-human,5,5,True,author_1,human,author_1,human,True,human,"Magnitudes greater than any non-Übermensch could understand. However, for the third and final step, Carl realized he had to take it to an even higher level."
JFI8cNwhGfRT2Jd6JUd0,human-human,5,5,True,author_1,human,author_2,human,False,human,All throughout his learning he experimented in different environment. And in nature. He didn't only knit with yarn but began knitting with various things such as
JFI8cNwhGfRT2Jd6JUd0,human-human,6,6,True,author_1,human,author_1,human,True,human,"Lava and stone. Finally, after mastering the last step, Carl was ready. He was going to apply for the job. ""Finally,"" he thought, ""now I can be a contributing member to society."""
JFI8cNwhGfRT2Jd6JUd0,human-human,6,6,True,author_1,human,author_2,human,False,human,He went on to attention all around the world. And the one job he had his eyes pierced to suddenly wasn't the only option. People from various sectors of society wanted a piecec of
JFI8cNwhGfRT2Jd6JUd0,human-human,7,7,True,author_1,human,author_1,human,True,human,"Carl. However, then something horrible happened. One day while knitting a lava-sweater, Carl burned his hand quite horribly. So much, in fact, that he could no"
JFI8cNwhGfRT2Jd6JUd0,human-human,7,7,True,author_1,human,author_2,human,False,human,"longer pursue this hobby of his - even, his newly established meaning of life! He was ripped to pieces and couldn't fathom what to do."
JFI8cNwhGfRT2Jd6JUd0,human-human,8,8,True,author_1,human,author_1,human,True,human,Carl became depressed. He lost all will to live. What was he going to do with his life now that his only passion was taken away?
JFI8cNwhGfRT2Jd6JUd0,human-human,8,8,True,author_1,human,author_2,human,False,human,"That was only for him to figure out. After a while sinking further and further down in his bed, he started thinking. Could any kind of prosthetic help or should he find a"
JFI8cNwhGfRT2Jd6JUd0,human-human,9,9,True,author_1,human,author_1,human,True,human,"New passion of his? ""No,"" he thought, ""there's no way I'm going to be this invested in anything else. Knitting is my life!"" So Carl went to"
JFI8cNwhGfRT2Jd6JUd0,human-human,9,9,True,author_1,human,author_2,human,False,human,"read and pursue every possible relevant person to find a prostethic. Only to realize, I must be able to continue with one hand."
JFI8cNwhGfRT2Jd6JUd0,human-human,10,10,True,author_1,human,author_1,human,True,human,"So Carl began practicing with his one remaining hand. Every day he got a little bit faster, but there was a long way to go to reach his"
JFI8cNwhGfRT2Jd6JUd0,human-human,10,10,True,author_1,human,author_2,human,False,human,goal. He was getting somewhat closer to his peers and was starting to become happy again. Maybe he didn't need to be the best.
JYZ6dAbVtTCZL8fZXM8s,human-human,1,1,True,author_1,human,author_1,human,True,human,"A rabbit who lived deep in the woods. They lived in a small town filled with all other sorts of woodland creatures. It was a peaceful place, but tensions lurked not far from the surface."
JYZ6dAbVtTCZL8fZXM8s,human-human,1,1,True,author_1,human,author_2,human,False,human,"town. One day, the rabbit went down to the river with his two friends, the timid toad and the little ladybug to wash their clothes. The water"
JYZ6dAbVtTCZL8fZXM8s,human-human,2,2,True,author_1,human,author_1,human,True,human,It was cool and clear. The friends were delighted to clean together in the spring breeze. They were nearly finished when they noticed a strange object floating towards them.
JYZ6dAbVtTCZL8fZXM8s,human-human,2,2,True,author_1,human,author_2,human,False,human,"them. It was brown and rounded and looked like an egg, the rabbit thought. ""Oh, it is a basket!"" The ladybug flew closer to it"
JYZ6dAbVtTCZL8fZXM8s,human-human,3,3,True,author_1,human,author_1,human,True,human,"and discovered that it was a pill bug, rolled up tight. The ladybug told their friends that they had to save the poor creature. The rabbit and frog jumped into the"
JYZ6dAbVtTCZL8fZXM8s,human-human,3,3,True,author_1,human,author_2,human,False,human,"river and swam quickly towards them, but the river that was once calm now seem angered. Splashing, they fought to get closer to the basket, and the poor pill bug, as"
JYZ6dAbVtTCZL8fZXM8s,human-human,4,4,True,author_1,human,author_1,human,True,human,"They too were pulled into the river. Even the toad could not swim in the violent water. The ladybug tried to help them from above, but could only watch helplessly as their friends were"
JYZ6dAbVtTCZL8fZXM8s,human-human,4,4,True,author_1,human,author_2,human,False,human,"pushed from side to side by the current. They barely avoided hitting the stones in the water, and the basket was still far away. ""Look,"" the rabbit shouted using his big"
JYZ6dAbVtTCZL8fZXM8s,human-human,5,5,True,author_1,human,author_1,human,True,human,"Ears pointed towards a large tree with long roots spread out into the water, ""We can try to stop there!"" ""What about the basket?"" said the toad, ""Should I try and reach?"""
JYZ6dAbVtTCZL8fZXM8s,human-human,5,5,True,author_1,human,author_2,human,False,human,"it?"" The rabbit tried to say something, but the river was too loud. But then the water seemed to shift and instead of fighting them, it helped them in the"
JYZ6dAbVtTCZL8fZXM8s,human-human,6,6,True,author_1,human,author_1,human,True,human,direction of the basket. The toad was able to grab onto it and the rabbit was able to hold onto the toad's collar. The rabbit grabbed onto the tree root and pulled all of them onto the
JYZ6dAbVtTCZL8fZXM8s,human-human,6,6,True,author_1,human,author_2,human,False,human,"shore, where they lied for a moment catching their breath. The ladybug looked into the basket and found the pill bug deep in sleep, unaware of the dangers"
JYZ6dAbVtTCZL8fZXM8s,human-human,7,7,True,author_1,human,author_1,human,True,human,"that they had been through. Everyone was relieved to be out of the water, but soon realized another problem: they had no idea where they"
JYZ6dAbVtTCZL8fZXM8s,human-human,7,7,True,author_1,human,author_2,human,False,human,"were! The furious river had brought them faraway from their laundry. ""What are we gonna do?"" asked the rabbit and looked at the river, now"
JYZ6dAbVtTCZL8fZXM8s,human-human,8,8,True,author_1,human,author_1,human,True,human,"Realizing that it was suddenly dark outside, they had never been to this place before and felt strange being away from their home."
JYZ6dAbVtTCZL8fZXM8s,human-human,8,8,True,author_1,human,author_2,human,False,human,"safe home. ""Mmm, where am I?"" a high pitched voice asked, and they all looked to the basket, where the pill bug had awoken. They were all relieved"
JYZ6dAbVtTCZL8fZXM8s,human-human,9,9,True,author_1,human,author_1,human,True,human,"To see that it was okay. The pill bug also looked around, confused as to where they ended up. ""Are you alright?"" asked the ladybug."
JYZ6dAbVtTCZL8fZXM8s,human-human,9,9,True,author_1,human,author_2,human,False,human,"with a gentle voice. ""Ah yes, I just had a little nap"" said the pill bug, and the toad couldn't help a giggle. The pill bug crawled out the basket"
JYZ6dAbVtTCZL8fZXM8s,human-human,10,10,True,author_1,human,author_1,human,True,human,"and looked around. ""I guess I overslept! Where exactly are we, and who exactly are you all?"" The rabbit and friends introduced themselves, but couldn't answer for where they"
JYZ6dAbVtTCZL8fZXM8s,human-human,10,10,True,author_1,human,author_2,human,False,human,"were. ""Hmm, that's okay, I think I know this place!"" said the pill bug. ""My friends live close by!"" And just like that, the shore was illuminated by a flock of fireflies floating"
K6nustVFF5ei8GiBLmiZ,human-human,1,1,True,author_1,human,author_1,human,True,human,"My first heartbreak, three years ago. I'd been more naive back then and unsuspecting of the harsh reality of people in love. It started"
K6nustVFF5ei8GiBLmiZ,human-human,1,1,True,author_1,human,author_2,human,False,human,"of great, as it always does when you're in love. blind to all of the others faults, and them to yours. The danger is when you get to know someone."
K6nustVFF5ei8GiBLmiZ,human-human,2,2,True,author_1,human,author_1,human,True,human,"When I first saw Maxim in line at the coffee shop, he'd been ordering a cappuccino. He smiled at the barista, revealing a dimple in his left cheek."
K6nustVFF5ei8GiBLmiZ,human-human,2,2,True,author_1,human,author_2,human,False,human,"it had been snowing and i immidiatly envyed the small drops of melting snow in is curly hair, the way they gently slith down his cheeks, falling on the lid of the"
K6nustVFF5ei8GiBLmiZ,human-human,3,3,True,author_1,human,author_1,human,True,human,"Coffee cup. I stood close to him as he took a seat in the cafe, while I waited for my drink. That was the first time we met eyes."
K6nustVFF5ei8GiBLmiZ,human-human,3,3,True,author_1,human,author_2,human,False,human,"It's weird to think back at it, at that time i would've never guessed i would one day be planning how i was going to kill him. But, here we are, thats what heartbreak"
K6nustVFF5ei8GiBLmiZ,human-human,4,4,True,author_1,human,author_1,human,True,human,"I'm not really sure when or even exactly why I decided to kill him. I just became aware of a dull, throbbing pain in my chest that told me I wanted him gone. Not just from"
K6nustVFF5ei8GiBLmiZ,human-human,4,4,True,author_1,human,author_2,human,False,human,"my life, but from the planet. I don't know if it was the realization that he was falling out of love with me. Or maybe the realization that I was getting bored of our"
K6nustVFF5ei8GiBLmiZ,human-human,5,5,True,author_1,human,author_1,human,True,human,relationship. It didn't matter. The calendar hanging on my wall had a specific day circled in red ink. February 26th.
K6nustVFF5ei8GiBLmiZ,human-human,5,5,True,author_1,human,author_2,human,False,human,"He'd asked about the red circle, and i had told him i had something special planned. Some of you may consider that a lie, but come on. What could be"
K6nustVFF5ei8GiBLmiZ,human-human,6,6,True,author_1,human,author_1,human,True,human,"more special than the day I decided to become a murderer? Murderer isn't even the right word. I'm more of a hopeless romantic, if you"
K6nustVFF5ei8GiBLmiZ,human-human,6,6,True,author_1,human,author_2,human,False,human,"really look at it, so are all the big romantic people of history. I would die for you. I would kill for you. And in this case, I will kill you. It's a"
K6nustVFF5ei8GiBLmiZ,human-human,7,7,True,author_1,human,author_1,human,True,human,"Really romantic trope, actually. I had the murder all planned out. It would be after our belated Valentine's dinner, after we finished."
K6nustVFF5ei8GiBLmiZ,human-human,7,7,True,author_1,human,author_2,human,False,human,"Eating at the same fucking restaurant he always picks, we were on to my part of the date. Always this shit, he planned the dinner, a rotation of three god-awful tacky"
K6nustVFF5ei8GiBLmiZ,human-human,8,8,True,author_1,human,author_1,human,True,human,restaurants that weren't too expensive for his budget. He ordered dessert—the lava cake. He didn't mention whether it
K6nustVFF5ei8GiBLmiZ,human-human,8,8,True,author_1,human,author_2,human,False,human,"tasted good anymore, he had said it every time we were here over the years, and noticed how i rolled my eyes when he exclaimed 'delicious' for the hundredth time. But i"
K6nustVFF5ei8GiBLmiZ,human-human,9,9,True,author_1,human,author_1,human,True,human,Knew that there was something different in this lava cake. This was the first step in my plan. The poison wouldn't kill.
K6nustVFF5ei8GiBLmiZ,human-human,9,9,True,author_1,human,author_2,human,False,human,him immidiately. I didn't want to make a big scene at the restaurant. Just needed him to be far enough gone that he wouldn't wake up in the car and realize we were
K6nustVFF5ei8GiBLmiZ,human-human,10,10,True,author_1,human,author_1,human,True,human,"Driving into the woods, far off the usual road home. He lay quiet in the back seat for a long time. My palms started to"
K6nustVFF5ei8GiBLmiZ,human-human,10,10,True,author_1,human,author_2,human,False,human,"sweat a little. I was confident it would work. Cause i knew the cops dug up a body in the woods just a few days ago. A fresh grave, where no one would look. The body"
NSZE9lXnuxIl0ZT4gRoy,human-human,1,1,True,author_2,human,author_1,human,False,human,"the distance he would need to travel to get to another world. First, he had to find something to measure with. A ruler would probably"
NSZE9lXnuxIl0ZT4gRoy,human-human,1,1,True,author_2,human,author_2,human,True,human,"A young boy living in a small town on a small island, who thought the world was too small for him. So, one day, he decided to actually measure it."
NSZE9lXnuxIl0ZT4gRoy,human-human,2,2,True,author_2,human,author_1,human,False,human,"of his world, another plane of existence opened before his eyes. It was like a land from some legend, and he didn't know"
NSZE9lXnuxIl0ZT4gRoy,human-human,2,2,True,author_2,human,author_2,human,True,human,"It did not work. So he simply decided to use a rope, and tie knots, and count steps, and scribble numbers and drawings in a notebook. When he got to the end"
NSZE9lXnuxIl0ZT4gRoy,human-human,3,3,True,author_2,human,author_1,human,False,human,"still wasn't satisfied. He decided to get a job as a sailor, as this would surely bring some sense of adventure, without going to"
NSZE9lXnuxIl0ZT4gRoy,human-human,3,3,True,author_2,human,author_2,human,True,human,"How he got there. As he was a bit scared of the unknown, he decided to go back to his small town on his small island inside of his small world, but he"
NSZE9lXnuxIl0ZT4gRoy,human-human,4,4,True,author_2,human,author_1,human,False,human,"more challenging, but also much more fun! He soon found a group of nine friends on the ocean to sail with. These"
NSZE9lXnuxIl0ZT4gRoy,human-human,4,4,True,author_2,human,author_2,human,True,human,"His old life. The new life allowed him to become a bigger person, not metaphorically, but also literally. He noticed he had grown a lot! This new world was much"
NSZE9lXnuxIl0ZT4gRoy,human-human,5,5,True,author_2,human,author_1,human,False,human,"they set sail for a magical land, filled with all sorts of people. Here, they met a king and a princess who were in trouble."
NSZE9lXnuxIl0ZT4gRoy,human-human,5,5,True,author_2,human,author_2,human,True,human,"Friends were actually all from different worlds. They shared stories about their old lives and the boy realized there were infinite worlds to explore. Together,"
NSZE9lXnuxIl0ZT4gRoy,human-human,6,6,True,author_2,human,author_1,human,False,human,", leaving the crew behind, to try to help with their wizard-problem. It turned out to be no easy task, however, as the wizard was cunning"
NSZE9lXnuxIl0ZT4gRoy,human-human,6,6,True,author_2,human,author_2,human,True,human,"An evil wizard was trying to become prince and take the throne away from the king and his heir, the princess. So, one of them decided he would stay in that world."
NSZE9lXnuxIl0ZT4gRoy,human-human,7,7,True,author_2,human,author_1,human,False,human,"an evil robot was terrorizing every major city. They all needed to train hard to defeat this threat, and not everyone made it out of"
NSZE9lXnuxIl0ZT4gRoy,human-human,7,7,True,author_2,human,author_2,human,True,human,", they couldn't leave him alone. So they made sure they solved the problem before they parted for the next world, where"
NSZE9lXnuxIl0ZT4gRoy,human-human,8,8,True,author_2,human,author_1,human,False,human,"another destiny waiting. So, four of the crewmembers sailed onwards, while the rest stayed back as robot servants. The others found a great treasure on an island made"
NSZE9lXnuxIl0ZT4gRoy,human-human,8,8,True,author_2,human,author_2,human,True,human,"The robot world. Sadly, some of the crew became part of the robots' servants. But they had to continue their own path, as their friends would have."
NSZE9lXnuxIl0ZT4gRoy,human-human,9,9,True,author_2,human,author_1,human,False,human,"to just look through, as the maze was, of course, also made out of glass. That way, they easily found their way to the center, where they found a giant egg from some"
NSZE9lXnuxIl0ZT4gRoy,human-human,9,9,True,author_2,human,author_2,human,True,human,"out of glass. There, they encountered a maze that they had to get out of. But it seemed impossible, they decided"
NSZE9lXnuxIl0ZT4gRoy,human-human,10,10,True,author_2,human,author_1,human,False,human,"the they all sailed back to help the rest of the crew, and saved them from the robot world. The egg turned out to be from a giant golden chicken, and it helped them"
NSZE9lXnuxIl0ZT4gRoy,human-human,10,10,True,author_2,human,author_2,human,True,human,"Giant hen. It was golden, it was bright, and they decided to take it home with them, even if it was too heavy. They managed to take it into their ship, and"
OdyHy12i4PsBZkM4jjdC,human-human,1,1,True,author_2,human,author_1,human,False,human,"Something weird has happened to his potatoes, and he could quite figure out what. So he took some of his potatoes into"
OdyHy12i4PsBZkM4jjdC,human-human,1,1,True,author_2,human,author_2,human,True,human,How a potato farmer called Bobby became the president of North Korea. It all started on a rainy day where everything was wet and soggy.
OdyHy12i4PsBZkM4jjdC,human-human,2,2,True,author_2,human,author_1,human,False,human,poison. He figured out that he could use this kind of poison for other purposes. For good and for bad.
OdyHy12i4PsBZkM4jjdC,human-human,2,2,True,author_2,human,author_2,human,True,human,The laboratory for analysis. What he discovered would forever change the world. The potato DNA was contaminated with
OdyHy12i4PsBZkM4jjdC,human-human,3,3,True,author_2,human,author_1,human,False,human,in to town to sell all the potatoes he had. He made a stand in the middle of the town square and just started selling
OdyHy12i4PsBZkM4jjdC,human-human,3,3,True,author_2,human,author_2,human,True,human,He chose bad. He went then to breed one million billion poisonous potatoes and loaded them all in his truck. He drove it.
OdyHy12i4PsBZkM4jjdC,human-human,4,4,True,author_2,human,author_1,human,False,human,The shady figure got closer and closer and the farmer now saw a big tall man with a long jacket and black
OdyHy12i4PsBZkM4jjdC,human-human,4,4,True,author_2,human,author_2,human,True,human,potatoes. In the corner of his eye he noticed a shady figure wandering the market stalls with dubious intent.
OdyHy12i4PsBZkM4jjdC,human-human,5,5,True,author_2,human,author_1,human,False,human,"all the potatoes. He just kept on eating and eating and eating, until he fell to the floor. He then woke up later"
OdyHy12i4PsBZkM4jjdC,human-human,5,5,True,author_2,human,author_2,human,True,human,"Boots. The figure was closing in towards Bobby. Alarmed, he grabbed all of his potatoes and started to eat."
OdyHy12i4PsBZkM4jjdC,human-human,6,6,True,author_2,human,author_1,human,False,human,had a quite larger head. Everything was larger. The people in the town square all looked at them as they had
OdyHy12i4PsBZkM4jjdC,human-human,6,6,True,author_2,human,author_2,human,True,human,"Transformed. He was no longer the small, puny potato farmer he used to be. He was now all purple and huge and"
OdyHy12i4PsBZkM4jjdC,human-human,7,7,True,author_2,human,author_1,human,False,human,"everybody. People got hurt, but none of them died. They just wounded and even more scared. Bobby then started"
OdyHy12i4PsBZkM4jjdC,human-human,7,7,True,author_2,human,author_2,human,True,human,No idea what was happening. Monster Bobby then opened wide his arms and started shooting potatoes out of his eyes at
OdyHy12i4PsBZkM4jjdC,human-human,8,8,True,author_2,human,author_1,human,False,human,a long long way into the woods. He thought about what he had done and how wrong it was. But he also thought that
OdyHy12i4PsBZkM4jjdC,human-human,8,8,True,author_2,human,author_2,human,True,human,To cry. He felt guilty for destroying the whole village and injuring so many innocent bystanders. He ran away.
OdyHy12i4PsBZkM4jjdC,human-human,9,9,True,author_2,human,author_1,human,False,human,make up for it all. He got back to his farm and started examining the original potato again to see what this was
OdyHy12i4PsBZkM4jjdC,human-human,9,9,True,author_2,human,author_2,human,True,human,He would be absolved of his sins if he could destroy the weapon of destruction. The original poisoned potato. To
OdyHy12i4PsBZkM4jjdC,human-human,10,10,True,author_2,human,author_1,human,False,human,to say sorry to all the people that he had hurt in town. He gave them free unpoisened potatoes and tomatoes for
OdyHy12i4PsBZkM4jjdC,human-human,10,10,True,author_2,human,author_2,human,True,human,It was actually a tomato. He then realized how wrong he was about everything he ever did. He made it his mission.
P1SZ3AZnoi1oqt5EbYh5,human-human,1,1,True,author_1,human,author_1,human,True,human,"Once upon a time there was a small man and a village. He loved eating pork, but one stormy night all the pigs left the village. The small man"
P1SZ3AZnoi1oqt5EbYh5,human-human,1,1,True,author_1,human,author_2,human,False,human,"ran and ran for days and nights in search of pigs. But everywhere he looked, the fields were swineless. One day, the man came across a large"
P1SZ3AZnoi1oqt5EbYh5,human-human,2,2,True,author_1,human,author_1,human,True,human,river. On the other side a pinkish figure appeared before his very eyes. Desperate in his search for the pigs he
P1SZ3AZnoi1oqt5EbYh5,human-human,2,2,True,author_1,human,author_2,human,False,human,"jumped across the river and tore apart the pig with his bare hands. He began to cry over this desperation. Suddenly,"
P1SZ3AZnoi1oqt5EbYh5,human-human,3,3,True,author_1,human,author_1,human,True,human,A mother pig appeared calling for her baby pig. All she found was flesh chunks all over the ground and a small
P1SZ3AZnoi1oqt5EbYh5,human-human,3,3,True,author_1,human,author_2,human,False,human,"drop of blood fell from the man's mouth. The man smiled, moving toward the mother pig. Organs trailing behind him."
P1SZ3AZnoi1oqt5EbYh5,human-human,4,4,True,author_1,human,author_1,human,True,human,"Bloodlusted, he jumped the mother pig, trying to rip her apart to pieces. Unbeknownst to him, dad pig"
P1SZ3AZnoi1oqt5EbYh5,human-human,4,4,True,author_1,human,author_2,human,False,human,"ran towards the man at full speed and velocity. The dad pig jumped on the man, ripping into his skin with his teeth. The dad pig squealed, ""This is how those pigas felt"
P1SZ3AZnoi1oqt5EbYh5,human-human,5,5,True,author_1,human,author_1,human,True,human,"""Every time your stupid human mouth wants to eat some bacon."" The papa pig enjoyed the taste. From now on"
P1SZ3AZnoi1oqt5EbYh5,human-human,5,5,True,author_1,human,author_2,human,False,human,"every man thought of daddy pig when they ate pork. Daddy pig roamed the Earth, ripping any human apart who even looked at a pig. The people of the Earth even began"
